Wavelength,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303
851.647,-14,-30,-14,-33,-26,-21,-3,-32,6,-25,-8,-20,-27,-18,-22,-24,-17,-10,-39,-26,-6,-18,-26,0,-22,-35,-21,-51,-4,-30,-8,-7,-27,-39,-11,-16,-10,-7,-25,-28,-25,-26,-20,-25,-21,-11,-23,-20,-53,-20,-31,-12,-28,-15,-32,-21,-29,-29,-17,-33,-26,-15,-11,-14,-24,-28,-27,-18,-27,-21,-3,-23,-11,-19,-37,-36,-13,-21,-12,-31,-12,-29,-32,-9,-20,-40,-16,-26,-23,-17,-38,-41,-23,-60,-31,-31,-25,-8,-37,-27,-33,-13,-33,-36,-31,-33,1,4,-34,-23,-18,-17,-17,-33,-10,-14,-33,-21,-36,-23,-6,-25,-34,-22,-27,-35,-31,-46,-10,-30,-34,-35,-25,-9,-39,-30,-13,-13,-22,-3,5,-18,3,-7,-1,-4,-16,-29,-3,-46,-12,-4,-10,-10,-13,11,-12,-20,-9,-2,1,-11,-17,-14,-32,0,8,-26,-25,-15,-24,-20,-19,-26,-19,-22,-12,-21,-24,-5,-31,-28,-12,-31,-80,-6,-40,-17,-13,-14,-14,-31,-37,-24,-4,-37,-29,-34,-17,-18,-40,-27,-27,-34,-25,-22,-22,-28,-25,-37,-53,-21,-22,-35,-14,-37,-39,-41,-33,-14,-15,-46,-21,-17,-27,-33,-21,-35,-11,-5,-18,-44,-33,-14,-27,-25,-39,-24,-34,-21,-11,-36,-36,-24,-16,-13,-37,-26,-16,-26,-14,-62,-24,-1,-34,-13,-36,-34,-51,-33,-17,-6,-49,-20,-8,-15,-29,-30,-36,-40,-42,-20,-35,-25,-46,-24,-34,-42,-18,-14,-17,-27,-18,-30,2,-27,-43,-50,-30,-26,-24,-28,-22,-32,-29,-35,-26,-21,-41,-31,-31,-17,-20
852.429,20,3,-9,14,-1,4,2,-8,-8,-2,-2,-21,-11,-15,-5,0,9,-10,0,-16,3,2,-1,2,-4,-22,-4,16,-8,7,-2,7,-24,-23,-7,3,2,-1,-6,3,-8,7,-14,0,-10,-12,-19,-5,-4,-27,-17,-28,14,-2,14,0,-25,18,-27,-5,-28,-7,-5,2,-13,-66,-13,-34,-4,-12,-17,2,-8,-6,-6,7,9,-17,-33,1,-24,-31,4,-15,-21,-15,2,-11,-16,-15,-8,0,-14,12,-21,-6,-19,-18,-6,16,-16,-13,-4,-13,-3,-15,-4,-5,0,0,-13,-6,-11,-1,-15,-6,-29,15,1,21,-13,-12,-12,-3,0,-38,-14,1,-6,-29,11,15,-14,-2,-8,4,-8,2,4,30,10,8,-1,-6,15,13,16,25,12,4,11,15,6,7,7,6,28,27,21,7,-11,-5,5,-17,-1,13,-3,1,10,-2,3,-1,3,0,-5,-2,-7,3,-24,-3,17,16,-23,-8,-12,-1,-16,6,-13,6,0,19,-7,-1,-1,-20,1,18,-12,-8,0,5,6,4,-6,-7,16,-7,-29,-5,-16,8,-22,0,5,-18,-19,-45,-19,-17,-7,8,-29,-13,-16,-32,1,-4,-13,3,-38,-14,10,-3,-20,-18,-3,-29,-21,-9,-29,0,-16,-4,-4,-23,9,7,-3,-36,-13,-3,7,-73,-16,0,-28,-3,-9,-16,32,-11,-6,-1,0,13,-25,-5,-4,-6,-19,-5,-6,-6,4,-10,-26,-9,-8,-9,-14,-14,-14,-36,-13,-14,3,-18,-10,-11,-20,-13,-76,-10,-19,-9,-28,-4,-1,3,-6,-19,-14
853.211,28,9,9,2,16,50,5,55,40,20,26,11,24,14,13,27,12,4,42,31,23,28,26,34,9,22,21,25,9,23,39,13,30,21,19,16,19,15,13,8,28,30,16,-9,1,11,12,18,20,13,19,38,11,15,26,28,22,13,20,14,27,24,21,11,-3,14,38,14,23,6,8,20,42,18,19,13,10,37,14,34,18,35,9,1,17,38,21,36,20,-3,15,24,23,4,26,23,23,12,33,41,32,34,7,33,-7,12,19,35,-8,21,19,20,19,-1,32,32,34,-2,5,34,25,20,-1,13,24,2,-28,12,21,12,19,11,19,41,19,17,24,42,25,61,51,51,44,44,46,42,37,47,35,32,46,28,24,21,26,50,28,21,22,44,21,22,34,12,28,39,18,35,36,29,20,18,7,4,30,16,34,37,29,26,20,31,-5,27,14,53,-9,22,14,15,10,31,14,39,15,20,24,27,27,30,36,28,51,5,13,47,12,15,30,26,19,25,27,14,26,18,34,9,23,21,7,21,24,31,20,1,1,8,23,13,33,16,30,-13,25,3,-9,14,36,21,19,11,29,22,29,-2,10,10,33,8,32,-5,21,29,21,25,34,16,11,29,4,20,7,23,3,3,20,13,21,16,20,-2,21,18,25,5,18,20,27,13,-5,-6,21,22,12,11,17,20,43,2,10,17,-1,6,14,14,11,-1,17,14,21,0,7
853.993,0,-34,-7,-27,-13,9,-38,-9,-21,-30,-16,-14,-35,-5,-21,-11,-12,-21,-36,-16,-38,-7,-17,11,-23,-27,15,-24,-30,-16,-7,-20,-17,-7,-31,-30,-18,-29,-42,-14,-9,-23,-33,-41,-21,-12,-33,-24,-9,-25,-8,-12,-20,-25,-19,-7,-52,-31,-48,-38,-13,-30,-34,-27,-27,-2,0,-18,-23,-31,-6,-16,-26,-38,-33,-21,-25,-13,-19,-1,-16,-8,-7,-28,-12,-16,-31,-39,-18,-9,-37,-21,-34,-10,-4,-32,-28,-24,-22,-13,-33,-31,-4,-32,-18,3,-30,-36,-25,-3,-27,-33,-20,-38,-16,-24,-18,-24,-51,-30,-21,-28,-15,-22,-27,0,-17,-26,0,-17,-36,-29,-23,-10,2,-12,-9,-5,0,-14,4,-20,-4,-16,-7,-6,13,0,-4,10,-3,-3,1,-9,-30,8,-2,5,-64,14,-15,-20,-13,-6,-11,2,-21,-7,-14,-13,-4,-28,6,-14,-1,3,-18,-14,-4,-26,-13,-43,-31,-15,-12,-24,-34,-47,-29,4,-19,1,-24,-12,-45,-10,-5,-20,-24,7,-4,-32,-26,-8,-2,-17,-25,-24,-36,-12,-29,-39,-21,-18,-18,-24,-18,-27,-6,-16,-20,-22,-24,-23,-22,-33,-29,-7,-9,-35,-32,-29,-12,-16,-19,-43,-29,-47,-39,-8,-16,-7,-37,-2,-12,-19,-2,-19,-26,-10,-8,-36,-30,-42,-11,-32,-38,-32,-8,10,-26,-49,-30,-26,-26,-21,-25,-41,-24,-26,-32,-13,-12,-22,-23,-39,-27,-32,-7,-20,-22,-58,-31,-19,-8,-22,-28,-33,-26,-31,-13,-21,-25,-42,-36,-15,-14,-8,-36,-26,-20,-33,-28
854.774,1,-27,-32,-8,-38,-19,-11,-23,-38,-38,-47,-28,-44,-39,-32,-29,-35,-27,-20,-37,-43,-40,-11,-16,-25,-37,-24,-35,-33,-30,-42,-36,-19,-19,-17,-36,-25,-24,-31,-33,-30,-38,-15,-23,-41,-13,-23,-23,-39,-44,-37,-32,-11,-32,-36,-28,-23,-37,-67,-26,-27,-23,-58,-32,-48,-19,-52,-36,-26,-27,-12,-50,-40,-37,-52,-31,-36,-30,-41,-44,-18,-28,-13,-23,-29,-25,-21,-22,-26,-28,-49,-40,-14,-26,-43,-29,-20,-25,-44,-33,-32,-27,-20,-42,-21,-35,-29,-2,-25,-35,-52,-16,-51,-39,-39,-8,-35,-29,-38,-2,-25,-47,-35,-29,-36,-48,-26,-37,-36,-19,-33,-25,-19,-17,-24,-35,-13,-22,-17,-14,-17,-6,-11,-7,-4,-23,-20,-28,-11,-29,-12,-10,-43,-20,-35,-33,-30,-17,-42,-28,-21,0,-27,-23,-13,-26,-27,-19,-15,-20,-26,-15,-22,-14,-35,-44,-42,-30,-29,-32,-52,19,-26,-25,-33,-32,-35,-26,-3,-37,-30,-53,-42,-30,-15,-12,-40,-23,-19,-30,-43,-31,-13,-44,-15,-87,-32,-28,-40,-37,-29,-19,-40,-41,-24,-39,-25,-27,-24,-45,-36,-33,-23,-34,-33,-37,-35,-37,-30,-35,-46,-42,-48,-30,-41,-33,-38,-46,-25,-23,-35,-10,-27,-37,-12,36,-24,-27,-23,-27,-42,-23,-30,-33,-40,-43,-45,-45,-24,-20,-28,-56,-64,-15,-43,-37,-38,-30,-36,-23,-59,-27,-20,-2,-33,-29,-34,-33,-20,-45,-34,-37,-21,-34,-44,-44,-24,-29,-58,-39,-42,-27,-52,-37,-28,-22,-33,-26,-26,-43,-35,-29,-25
855.556,-1,-25,-23,-30,-11,-10,-21,-18,-19,-14,-26,-34,-33,-11,-23,8,-10,-29,37,-7,-39,-17,-21,-16,-19,-23,-4,-23,-30,-31,-22,-25,-37,-11,-5,-14,-23,-21,-36,-14,-26,-1,-20,-32,-20,-7,-27,-6,-30,-28,-23,-8,-48,-39,-26,-20,-14,-36,-22,-38,-17,-31,-29,13,-28,-18,-9,-27,1,-26,-17,-25,-37,-27,-36,-42,-38,-18,-30,-35,-32,-36,-20,-26,-20,-30,-10,-29,-29,-12,-35,-14,-39,-34,-33,-39,-34,-70,-38,-17,-30,-22,-38,-18,-21,-22,-37,-8,-25,-25,-27,-16,-20,-40,-39,-25,-52,-28,-36,-37,-23,0,-37,-21,-33,-15,-57,-23,-27,-31,-35,-23,0,-22,-19,-13,-12,10,-13,-23,-7,13,-2,-13,12,2,6,16,11,1,-14,-10,5,-19,-20,-2,2,6,-14,-3,5,-15,-24,-5,-22,0,-26,5,-20,-13,-54,-34,-27,-19,-5,-1,8,-12,-30,-22,-35,-8,-68,-25,-4,-13,-20,-22,-8,-19,-19,-35,-20,-12,-22,-38,-18,-37,-24,-69,-10,-33,-21,3,-12,-19,-7,-14,-36,-20,-16,-36,-25,-25,-15,-18,-27,-22,-28,-17,-15,-7,-44,-20,-55,-28,-8,-11,-27,-22,-25,-18,-38,-35,-33,-40,-37,-26,-27,-34,-25,-16,-34,-16,-32,-40,-48,-25,-34,-13,-29,-27,-20,-32,-17,-22,-46,-15,-17,-20,-40,-27,-24,-34,-76,-5,-30,-15,-28,-34,-25,-12,-25,-14,-25,-58,-19,-21,-25,-25,-22,-31,-37,-31,-31,3,-27,-37,-7,-17,-10,-20,-17,-24,-28,-7,-15,4,-34,-37,-3,-56,-50
856.338,32,-4,-4,13,-2,20,63,8,0,1,19,2,5,-15,8,0,-15,-15,12,4,-2,9,-8,17,-4,3,10,14,2,12,-13,8,-10,7,-9,-22,-5,24,15,-20,22,-4,-3,6,11,-8,-3,2,-18,11,-2,0,-15,-13,-3,-2,-2,13,5,18,22,7,18,13,4,-3,28,5,10,-2,14,-7,4,-15,-15,2,19,14,36,1,4,1,18,-13,-10,11,11,-1,8,-3,2,12,35,4,8,-25,5,-9,13,-6,-10,6,20,-6,-15,3,8,8,12,18,2,1,3,-4,23,1,-6,10,9,7,-8,-26,-8,21,-6,1,-11,-5,15,4,24,-8,7,-19,18,20,12,25,12,21,43,32,18,3,26,45,14,13,10,16,14,12,1,16,18,35,32,10,19,4,23,18,21,-12,20,13,45,11,15,7,18,54,16,6,4,17,17,2,10,9,21,0,11,40,-12,2,12,1,6,13,-56,10,1,10,12,-4,13,-7,6,0,40,15,5,14,15,5,-8,5,26,4,-2,-10,-13,8,5,-5,-5,-2,5,8,-9,2,18,0,8,-18,1,-12,8,10,7,19,-29,1,-2,1,7,-6,12,-2,4,8,0,-4,22,5,-11,6,-13,-14,-30,-5,14,-2,-18,12,14,-13,-16,-10,-8,5,-1,8,2,13,-10,-46,0,-7,-13,4,7,1,8,-41,-11,-6,14,-10,7,25,15,22,-12,9,-8,-25,7,17,8,8,-10,3,13,-2,2,-10,-20,20,-15,-3,-13
857.119,-2,3,-19,-19,10,-13,-7,-22,-8,-14,-9,14,-12,-5,-29,-22,-12,8,-27,-8,-14,-16,-7,-21,-29,-17,-27,-33,-9,-8,-20,-5,-21,-37,-38,-14,-24,-14,-13,-14,-22,-25,-14,-22,-19,-4,-4,-7,-10,-25,-10,-33,-4,-28,-1,-24,-11,-29,-14,-7,0,-8,-5,-12,-27,-21,-1,-11,-40,-11,-36,-28,-9,-11,-18,-23,-3,-11,-19,-41,-7,-18,-9,-5,-19,13,-19,-30,-30,-15,-14,-20,-18,-6,-5,-18,-26,-10,-9,-11,8,-3,-12,-25,-25,-28,-14,-24,-10,-29,-16,-26,-28,-22,-36,-38,-17,-27,-33,-9,-17,-6,-22,-11,-8,-23,-12,-20,-13,2,-4,-4,-22,-25,-28,-21,8,19,1,-9,6,4,12,-12,35,13,-13,0,-2,-22,7,-10,-6,-3,-9,3,-26,-15,-11,-10,-9,-1,-3,-10,-10,6,-9,-16,-12,-3,4,-1,-2,-10,-17,-22,-9,-1,-25,-13,-20,10,0,-4,-13,-19,-20,-1,-13,-18,3,2,-11,-20,-8,-16,-10,10,-26,-31,-20,-14,-10,-31,-15,-12,-6,-12,-15,11,-22,-21,-18,-19,-31,-17,-1,-19,-4,-5,-24,3,-32,-24,-16,7,-37,-6,-30,-1,-33,-10,-23,-6,-11,-18,28,-17,-22,-27,-10,-34,-53,-33,-7,-13,-23,-17,-23,-26,-28,-48,-49,-25,-13,-35,-23,-26,-28,-21,8,-16,-16,-20,-30,-32,-12,-9,-31,6,-12,-9,-27,-43,-27,-25,-9,-68,-28,-17,-18,-11,-13,-1,-10,-36,5,-26,-22,-23,-19,-15,-24,-9,-11,-29,-6,-18,-21,-21,-17,-12,-38
857.901,14,-7,8,2,-21,-2,-1,-15,-5,-9,0,1,-2,-19,-3,-4,4,-23,-16,12,3,2,3,-15,-6,0,11,10,7,2,16,4,1,-16,0,-9,-9,-3,3,-3,-21,14,-1,-7,1,-6,3,-8,-1,1,-14,0,-18,9,-8,-2,-10,-4,-16,-31,-5,-13,-21,-10,-2,11,6,-13,-10,14,-13,-2,-19,-17,-13,27,-3,-23,-18,-5,-8,-14,-10,-10,-12,-6,-14,-14,-13,-1,-5,-17,-1,-13,66,-30,-2,-2,3,-3,-7,-20,-10,-8,-33,5,-19,-26,3,2,4,-3,-4,-23,8,-8,-5,6,16,1,-11,-12,-16,1,6,20,-21,-21,-16,-1,6,9,20,-17,13,6,-5,15,0,3,8,4,4,2,30,21,6,12,4,-23,10,12,-4,21,15,14,21,4,2,9,-14,-26,15,13,-10,-9,3,0,7,15,-4,-8,-19,-9,5,1,-3,-5,18,5,7,-14,2,-8,-14,10,-7,-18,15,-22,-18,-10,6,4,-27,1,-9,6,-6,-1,14,-22,-5,-28,-23,1,1,0,0,2,-5,2,-9,-7,-31,-12,-11,-26,-3,-22,20,-19,-2,-24,-3,-13,-3,-4,-7,4,-16,-1,-26,-22,-12,-22,-7,-8,-16,-20,-18,2,-7,19,-4,-14,-19,8,-17,-11,-4,-18,-31,5,-22,6,-17,-6,-24,-9,-19,-5,-11,-9,-11,-15,-7,-7,-16,15,0,-13,-10,-3,-4,-10,-18,-46,6,-10,-19,-15,-28,-10,-2,-17,0,-17,-17,-4,3,-7,-1,-5,6,-16,-11,-16,-6,-29,-6,15,-6
858.683,14,-8,-12,-14,-15,-46,-16,-6,-21,-35,-26,-18,-20,-42,-4,1,-26,-20,-10,-15,-12,-14,-14,-20,-7,-9,-24,-8,-9,-15,-33,-34,-20,-20,-19,-30,-37,-14,-20,-15,-19,-5,-10,-14,-23,-17,-4,-22,-32,-12,-11,-34,-12,-14,-14,-32,-8,-19,-12,-31,-6,-14,-27,-34,-20,-6,-26,-22,-31,-30,-30,-23,-26,3,-36,-20,-16,-31,-17,-8,-21,-22,-23,12,-15,-43,-29,-11,-41,-16,-11,-22,-23,-5,-26,-47,-14,-21,-24,-23,8,-16,-16,-9,-35,-26,-33,-23,-11,-14,-26,-22,-20,-34,-28,-4,-12,-23,-21,-29,-13,-34,-38,-11,-2,-22,-23,-11,-4,-34,-19,-45,-30,-21,-2,-22,-23,-15,19,13,5,-7,-6,-4,-16,6,-10,-4,10,5,-16,-15,0,28,-2,-7,-11,-9,-21,-6,-25,-8,-20,-2,-19,-33,-14,-38,-20,-4,-23,-20,-1,-9,-30,-38,-27,-11,-13,-14,-10,-35,-21,-25,-19,-26,6,-31,-40,-5,-7,-21,-1,-29,-32,-10,-12,-12,-6,-17,-22,-2,-41,-20,-32,-26,-24,-10,-14,-27,-15,-14,-24,-25,-22,-34,-9,-24,-48,-27,-12,-35,-34,-21,-31,-25,6,-31,-35,-36,-65,-27,-36,-17,-17,-21,-27,-35,-21,-32,-50,1,-26,-9,-10,-40,-36,-26,-6,-18,-23,-38,-33,-17,-34,-32,-25,-21,-26,-22,-16,-18,-40,-24,-8,-27,-13,-47,-42,-20,-38,-18,-42,-17,-25,-37,-21,-25,-28,-7,-29,-23,-13,-17,-2,-46,-14,-3,-29,-34,-31,-16,-16,-23,-12,-35,-69,-37,-29,-28,-24,1,-19
859.464,-13,-7,-38,-5,-32,-29,-49,-27,-26,-19,-39,-41,-19,-40,-32,-30,-21,-27,-10,-20,-24,-41,-15,-44,-14,-26,30,-14,-9,-44,-35,-33,-25,-16,-31,-9,-12,-21,-54,-41,-27,-25,-14,20,-34,-26,-14,-39,-33,-6,-4,-44,-26,-18,-5,-36,-41,-32,-35,-33,-33,-18,-37,-66,-30,-33,-33,-12,-16,-43,-53,-37,-23,-56,-20,-37,-15,-3,-25,-26,-30,-12,-24,-19,-34,-33,-31,-31,-43,-18,-50,-37,-34,-39,-19,-24,-37,-27,-49,-11,-29,-9,-47,-41,-53,-47,-47,-28,-51,-27,-24,-36,-52,-34,-40,-25,-28,-26,-30,-25,-30,-30,-33,-35,-49,-34,-15,-20,-24,-38,-36,-32,-26,-43,-34,-21,-20,-33,1,-12,-20,20,5,-9,-14,-15,-1,-22,3,-14,9,-7,-32,-24,-30,-15,-31,-21,-13,-14,-22,8,-26,-39,-11,-22,-25,-6,-16,-27,-11,-47,-32,-12,-25,-37,-26,-22,-25,-21,-14,-22,-24,-41,-22,-35,-26,-21,-30,-26,-28,-32,-44,-10,-29,-41,-43,-41,-44,-47,-23,-35,-19,-43,-26,-26,-22,-35,-38,-22,-36,-26,-37,-33,-36,-35,-18,-53,-32,-33,-38,-8,-26,-20,-38,-34,-32,-14,-26,-9,-35,-27,-25,-38,-35,-52,-45,-33,-24,-51,-31,-24,-31,-44,-28,-32,-50,-11,-37,-37,-27,-30,-50,-34,-31,-47,-47,-18,-49,-2,-26,-30,-42,-33,-18,-37,-43,-10,-34,-49,-33,-28,-43,-57,-33,-15,-22,-21,-25,-25,-45,-6,-25,-20,-36,-31,-34,-35,-28,-39,-27,-48,-25,-34,-40,-32,-38,-28,-43,-37,-32,-30,-39
860.246,-16,-44,-42,-46,-39,-32,-51,-22,-18,-48,23,-23,-52,-36,-46,-20,-30,-30,-50,-44,-51,-24,-14,-34,-40,-33,-27,-41,-61,-40,-35,-46,-35,-35,-33,-53,-43,-56,-43,-42,-15,-40,-18,-43,-41,-36,-40,-51,-31,-43,-19,-28,-40,-49,-44,-33,-37,-22,-48,-31,-61,-53,-47,-36,-44,-30,-40,-22,-55,-29,-55,-36,-20,-18,-28,-41,-37,-23,-48,-32,-36,-28,-45,-37,-25,-47,-33,-41,-26,-38,-53,-42,-37,-34,-40,-51,-30,-21,-26,-43,-59,-39,-42,-39,-24,-19,-34,-44,-26,-43,-33,-34,-45,-50,-45,-46,-49,-45,-44,-47,-26,-29,-44,-26,-61,-24,-20,-33,-17,-30,-30,-32,-29,-58,-23,-38,-40,-30,-16,-20,-5,-8,-37,-1,-15,-20,-27,-44,-35,-24,-3,-12,-16,-14,-29,-51,-36,-31,-41,-34,-17,-3,-28,-24,2,-22,-50,-19,-29,-27,-47,-45,-20,-35,-28,-12,-54,-31,-41,-28,-18,12,-19,-30,-36,-35,-44,-26,-29,-44,-18,-29,-34,-35,-26,-28,-38,-28,-29,-56,-48,-15,-52,-19,-29,-10,-34,-38,-31,-54,-31,-45,-23,-40,-32,-51,-57,-29,-26,-66,-23,-67,-33,-42,-42,-57,-44,-54,-52,-49,-43,-37,-51,-42,-37,-48,-33,-35,-38,-43,-44,-16,-18,-30,-35,-52,-42,-31,-31,-27,-29,-61,-49,-21,-19,-44,-29,-51,-44,-53,-44,-38,-69,-34,-31,-34,-59,-31,-36,-26,-51,-32,-19,-54,-40,-33,-38,-51,-29,-35,-31,-14,-37,-21,-38,-62,-40,-29,-41,-42,-38,-54,-41,-61,-40,-45,-31,-39,-36,-44,-38,-54,-35
861.027,-41,-66,-39,-69,-55,-44,-51,-51,-54,-41,-56,-17,-52,-46,-54,-51,-62,-52,-65,-32,-45,-56,-51,-54,-40,-58,-27,-48,-44,-52,-64,-56,-38,-26,-37,-63,-36,-43,-76,-43,-47,-54,-25,-45,-47,-52,-62,-61,-35,-40,-51,-48,-56,-48,-44,-46,-49,-32,-43,-43,-40,-54,-46,-36,-35,-56,-40,-57,-26,-39,-58,-56,-32,-55,-35,-61,-45,-49,-57,-72,-35,-51,-70,-46,-35,-49,-45,-51,-35,-53,-43,-2,-33,-35,-60,-37,-61,-61,-30,-37,-46,-55,-34,-52,-36,-36,-37,-54,-35,-56,-52,-41,-36,-73,-52,-55,-56,-41,-66,-44,-26,-35,-39,-55,-50,-43,-56,-36,-62,-55,-56,-58,-51,-42,-54,-56,-36,-36,-39,-12,-45,-24,-10,-50,-42,-43,-46,-22,-21,-29,-34,-45,-21,-21,-42,-22,-37,-19,-51,-57,-54,-44,-27,-45,-49,-49,-52,-32,-48,-53,-12,-42,-37,-35,-54,-45,-58,-38,-60,-42,-58,-43,-62,-44,-58,-59,-56,-42,-26,-41,-58,-37,-69,-64,-30,-44,-37,-45,-43,-27,-56,-41,-65,-51,-33,-54,-39,-30,-55,-40,-29,-74,-47,-61,-49,-56,-58,-91,-56,-44,-40,-46,-58,-28,8,-78,-60,-57,-43,-44,-44,-53,-53,-31,-53,-49,-56,-48,-71,-53,-51,-41,-50,-42,-55,-50,-51,-54,-55,-51,-46,-52,-52,-48,-34,-71,-47,-49,-28,-58,-46,-56,-44,-38,-83,-76,-56,-50,-63,-61,-48,-58,-55,-57,-37,-64,-52,-46,-54,-46,-53,-61,-64,-60,-75,-48,-49,-47,-47,-55,-33,-63,-76,-52,-45,-46,-61,-45,-72,-64,-32,-54,-35
861.809,7,5,-20,-9,-22,-11,8,-5,-22,-20,-16,-21,11,-21,-27,-24,-16,-21,-24,-8,-10,-1,-6,-3,-23,-10,0,-3,-8,-19,-24,-6,-25,-20,-24,12,-4,-1,-18,-23,-36,-25,-12,-7,-17,-17,-4,-8,8,-23,-29,-14,-27,-23,-22,-23,-23,-4,-24,5,-8,-2,12,3,-5,-6,1,-6,5,-29,-24,-27,-25,-28,-14,-12,-9,-3,-7,-24,-16,-17,-31,-1,-34,-15,-9,-27,-24,-46,-28,-12,-20,-18,-5,-13,-21,-7,-6,-17,-13,-20,-17,-18,-24,-15,-7,-17,-16,-21,6,-1,-8,-23,-16,-2,-20,-31,-2,-11,-13,8,-18,-5,-13,-4,-10,-22,6,-18,-23,-11,0,-24,3,-9,16,-22,22,12,-14,2,0,11,-11,-5,21,14,4,-19,23,-16,-2,9,4,-5,-7,-28,-1,5,-5,3,-8,1,-3,-12,-22,-18,-8,-14,-28,-6,-3,-4,-23,-1,-19,-14,5,-1,10,-7,3,-4,-29,-7,-7,-1,-10,-13,1,-19,9,-16,-21,5,-42,-25,-7,-4,-3,-11,4,-10,-1,-1,1,-24,-16,-11,-16,17,-16,-17,-17,-26,-3,-9,-23,-11,-20,1,-29,-16,-1,-8,-43,-2,-3,-10,-12,-10,-25,-23,-18,-1,-19,-4,-4,-6,-21,-3,13,-20,-4,-27,-19,-8,-16,-29,2,3,-11,-3,-17,-21,0,-13,-12,-12,-21,-12,-19,-8,-7,-5,-7,-57,-12,-40,-10,-18,-5,-29,-16,-19,-9,-13,-7,-33,-45,-27,-4,-17,-25,-22,-16,20,-44,-38,-28,-13,2,0,-3,-36,-39,-16,-7,-26,-13,-26,-21
862.59,-5,0,-26,-19,-6,-25,0,-9,-19,-32,-23,-17,-20,-11,2,-24,-7,-12,-9,-14,-24,-9,-31,-18,4,-27,-32,-22,-17,-12,-13,-23,-18,-22,-28,-25,-13,-23,-2,0,-34,-5,-15,-15,-20,-11,-20,-13,-22,-2,-14,-37,-18,-9,-9,-26,-16,-20,-36,-10,-21,-7,-30,-35,-24,-15,-11,-7,-12,-13,-53,2,-17,-13,-16,-18,-10,-14,-5,-22,-27,-17,-24,-40,6,-10,-21,-28,-13,-6,-18,-15,-24,-13,-35,-14,-23,-15,-16,-20,2,-8,-10,-35,-18,-19,-25,-18,-20,-7,-27,-5,-26,-21,-14,-20,-2,-4,-21,-21,-7,-11,-17,-10,-13,-7,-30,2,-14,-35,-18,-19,-1,-11,31,-39,6,0,-5,0,6,8,-9,-12,-16,-7,-17,-2,9,6,-18,4,8,-8,7,-28,-14,-3,3,-5,-31,-18,-6,-1,2,19,11,7,-8,-10,-20,-20,-31,-11,-15,-17,2,-2,-27,1,9,-30,-9,-3,6,-3,-3,-16,-12,-19,-10,5,-17,-45,0,-5,2,2,-29,-3,-11,-15,-19,-32,-20,5,-28,-5,-9,-6,-24,-23,-26,-33,-13,-45,-15,-46,-34,-2,-30,-26,-17,-31,-18,-21,-9,-26,-16,-18,-27,-18,-34,-29,-15,-13,-34,-8,-19,-22,-23,-10,-31,-21,-29,-16,-8,-21,-27,-15,-8,1,-31,1,-23,-38,-23,-9,-15,-19,-4,-15,-20,-42,-12,-18,-19,-12,-31,-18,-49,-23,-23,-23,-5,-13,-25,-25,-18,-10,-23,-20,-1,-11,-5,-23,5,-16,-27,-45,-42,-14,-10,-14,-10,-30,-19,-25,11,-8,-10,4,-18
